Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Guatemala,GTM,1.91270578,1.98154283,1.9446981,2.04141212,2.02383399,1.88113928,2.06657243,1.97883451,2.05419135,2.25974083,2.06138587,1.99347126,2.02626443,2.21485376,2.23796296,2.27820134,2.28762269,2.1993053,2.19892383,2.37253165,2.47224283,2.66252208,2.47282767
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Guinea,GIN,0.301292,0.37107071,0.64011806,0.42212996,0.24164158,0.26129073,0.24835719,0.24066733,0.26959306,0.26025116,0.36297843,0.51036745,0.51431388,0.48858824,0.61152339,0.42931107,0.66374409,0.60066199,0.61740124,0.92095226,0.77726084,0.68109477,0.72876471
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Guinea-Bissau,GNB,0.5933851,0.48134443,0.35467029,0.42981493,0.57971573,0.50890976,0.49984464,0.59780544,0.54897773,0.52002388,0.46807465,0.43690556,0.50444686,0.55160207,0.59649962,0.53779858,0.48464295,0.49838862,0.50527376,0.45877996,1.20048702,1.13860166,1.03818488
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Guyana,GUY,1.78830874,1.63222313,1.73537362,1.72908437,1.73980284,1.78057182,1.65196764,1.6837045,1.69491982,1.88041246,1.81934333,2.02701139,1.79707813,1.88811839,2.17510056,2.35677791,2.5319159,2.79179382,2.95149112,2.90384364,3.97433281,3.19546413,1.73739421
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Haiti,HTI,0.87098479,0.72717297,0.48891512,0.51697874,0.58639508,0.58343035,0.28958338,0.79249322,0.83237052,0.78221947,0.81272614,0.42167202,0.45754522,0.47550055,0.4683435,0.56089777,0.52977306,0.46510881,0.52653241,0.40745705,0.48513991,0.40921035,0.34204665
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Honduras,HND,3.02285886,2.49121737,2.54012251,2.61311603,2.45127177,2.91977549,3.27406335,3.33394694,3.31875777,3.96730256,3.69605827,3.89370441,3.3830452,3.4937377,3.19305706,2.94796515,3.09310865,2.85400987,2.84892344,2.89673924,3.50717759,3.47907257,3.20130515
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Hungary,HUN,4.66075277,4.56258917,4.92859268,5.6894331,5.40700102,5.60735846,5.4774394,4.88565254,4.80511093,4.91961193,4.97306871,4.96192122,4.81794548,4.79123878,4.69849157,4.6434226,4.71779013,4.60974598,4.53718567,4.26813841,5.09558201,5.29752254,4.8313055
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Iceland,ISL,7.18854856,7.05830956,7.65274143,7.9075551,7.55137873,7.24719429,6.98110867,6.85141087,6.85962439,7.16391802,6.67772865,6.61492586,6.58818579,6.61044264,6.68532133,6.58261681,6.65842867,6.82592249,6.9620142,7.16506433,8.051507,8.14422035,7.69027185
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,India,IND,0.84906155,0.81879407,0.78371018,0.76340038,0.72411484,0.77590197,0.75237411,0.74839747,0.8119961,0.90823442,0.87431055,0.93731916,0.93186861,0.86504197,0.85653549,0.92193186,0.94049966,0.96734685,0.98024821,1.03550148,1.21139216,1.35207272,1.37196231
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Indonesia,IDN,0.54974306,0.77221775,0.67425066,0.81785041,0.74926209,0.73213077,0.83084059,1.01869452,0.89791358,0.92164314,0.66109079,0.70190871,0.76724905,0.81686825,0.99270725,1.15799773,1.37558317,1.34984481,1.395854,1.39791656,1.88725579,2.20201159,1.39438057
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Iran, Islamic Rep.",IRN,1.78084624,1.97451782,1.82648432,1.95293641,1.86830163,1.95377719,2.15025973,1.95606387,1.86860132,2.24113083,2.03566408,2.0313952,2.05416632,2.17463541,3.27688289,4.21780825,4.12576914,4.1947484,3.1700592,2.74998093,2.47541046,2.27706981,2.62992668
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Iraq,IRQ,..,..,..,1.35636795,2.72581053,2.02030635,1.53326082,2.03766322,2.37276387,2.89204693,2.38097811,2.08112431,1.00896454,1.1463443,1.03747606,0.73074299,2.53573442,1.69484437,2.001724,2.07680917,2.5794127,2.53705359,1.98248768
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Ireland,IRL,4.57260036,5.014184,5.27079201,5.51941919,5.69755459,6.02741861,5.84971762,6.18633509,7.23859835,8.11006927,8.01437855,7.56952333,7.56647778,7.12790918,6.58024883,5.08183002,5.29494858,5.019907,4.96560764,4.8862195,5.41204929,4.93912601,4.60636616
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Israel,ISR,4.16107655,4.38720655,4.42173243,4.2819376,4.19897032,4.12496138,4.17553473,4.04315805,4.17143965,4.20548964,4.30216122,4.25976515,4.34608603,4.40172148,4.43815184,4.45243502,4.49493361,4.58158922,4.67882729,4.67124081,5.25961494,5.60308933,4.42022657
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Italy,ITA,5.48200989,5.75421619,5.87404585,5.8810792,6.20417976,6.43857861,6.52941465,6.27780056,6.60362339,6.97926426,6.96612167,6.72206736,6.63017321,6.60825253,6.63854408,6.54743338,6.44775581,6.37222385,6.34945059,6.31018782,7.25222397,6.91720438,6.52353668
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Jamaica,JAM,3.18738079,2.40047431,2.76125169,2.04667425,2.47339988,2.23363185,2.00050378,2.66426182,2.95135403,2.94776607,3.04630113,3.09656906,2.78247046,2.97220016,3.06121469,3.55884409,3.62554812,4.06524467,3.88880324,3.97861576,4.52264309,5.11554575,5.92761612
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Japan,JPN,5.65793514,5.86137772,5.93724489,5.98652935,6.04880905,6.2159934,6.17422724,6.32067204,6.56596708,7.282969,7.42507124,8.78255081,8.9568243,8.99433517,9.02501678,9.03866768,8.95745564,8.97414494,8.99690151,9.2108326,9.777771,10.42161942,10.60008049
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Jordan,JOR,4.20303917,4.36767626,4.39886856,4.0944252,3.43877316,4.39218235,3.93785167,4.48511505,5.13681602,6.18757915,5.45029831,5.49565887,5.03539467,4.41074276,4.64796257,3.99459696,3.1935668,3.18527389,3.00017619,3.03746152,3.41537142,3.33083987,3.41554523
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kazakhstan,KAZ,2.11957979,1.96616435,1.93378294,2.04266071,2.32648873,2.53736401,2.3206408,1.79586542,2.2773366,2.66703558,1.84399545,1.84243834,2.06988907,1.84699571,2.13331318,1.91990697,2.04025173,1.89267063,1.76464748,1.72108889,2.52114773,2.60474586,2.30231667
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kenya,KEN,0.99913371,1.05907285,1.10948944,1.12453854,1.07972252,1.11996722,1.17933488,1.27245092,1.35639918,1.4598949,1.56062746,1.60566163,1.62624443,1.66091359,1.83768213,1.92388499,2.03529072,1.71156442,1.7670722,2.00870633,2.2100935,2.22920752,2.00364423
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kiribati,KIR,7.51573658,11.49674606,10.99297142,9.63364887,11.80788708,10.94691277,9.41590595,8.82424259,10.07999992,8.11666679,7.94999981,7.53157902,7.0250001,7.14354086,7.37837839,6.08627462,7.69784164,8.31615162,8.78594208,9.23076916,9.50155735,8.8684206,8.51073647
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Korea, Rep.",KOR,1.88174403,2.25876665,2.14096594,2.24646783,2.25043464,2.38401437,2.63494611,2.72422862,2.80182195,3.12681341,3.20370984,3.2194593,3.23771381,3.3175869,3.40634632,3.50807333,3.65121055,3.78743124,4.03568125,4.43231916,4.67086744,5.07723141,5.52341843
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kuwait,KWT,1.59861708,2.51429915,2.39965487,2.12259054,1.79756808,1.53435338,1.39375639,1.47248399,1.50249875,2.2079618,2.25556993,1.97078466,1.9472518,2.08904266,2.466609,3.57679915,4.03627825,3.98828077,4.56324148,4.56783867,5.41016102,4.77891159,3.70099521
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Kyrgyz Republic,KGZ,2.13439822,2.00316715,2.21980453,2.26654911,2.33701825,3.79884839,4.21177483,3.08531475,2.89586782,3.48071551,3.41518092,3.69314909,4.22100592,3.94686103,2.74904537,2.71162796,2.49723411,2.34767461,2.42471886,2.18779993,2.21847796,2.95868587,2.64341927
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Lao PDR,LAO,1.23305964,1.3295666,1.01875496,1.09625208,0.79425544,0.90671808,0.64221585,0.58968216,0.51332533,1.14663947,0.60363603,0.36693901,0.43670169,0.71266264,0.68373317,0.86391306,0.76494843,0.88887793,0.86922747,0.96142328,0.79207379,0.71924585,0.62643725
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Latvia,LVA,2.82781434,2.87069702,2.95235634,2.85846782,3.63743186,3.38735056,3.70522499,3.54180741,3.53879547,3.73898005,3.74602699,3.75751281,3.39200068,3.36321855,3.37962747,3.43240261,3.54719949,3.53695512,3.82692361,4.10785341,4.76178408,6.52429104,5.2459259
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Lebanon,LBN,3.22929931,3.45263052,3.04984355,2.93956637,2.96955347,2.89969206,3.55163956,3.51309872,3.07543588,2.67676353,2.99847841,3.57470489,3.04691243,3.12071991,3.57181931,3.37505221,3.72473431,3.67671943,3.77159619,4.28126144,3.32454515,1.18353021,1.51495135
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Lesotho,LSO,2.90852237,3.60629058,3.18394804,3.14434719,2.99280524,2.25555015,3.04879928,4.63973618,4.36957979,4.86539936,3.9816153,4.93363905,5.62558651,6.12028074,5.8080492,5.62011147,5.59334755,6.03923559,5.5954361,6.75437784,4.87197256,4.38429165,6.55054998
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Liberia,LBR,0.64587975,0.5318647,0.56401348,0.4171488,0.51704127,0.54538667,0.47191602,0.73447984,0.91902161,1.1980319,1.2732017,1.51829398,1.55076897,0.31744617,0.82358247,1.20420825,1.39315951,1.38745701,1.68725502,1.3562839,1.32303464,1.11087501,1.29002357
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Libya,LBY,1.61668956,2.13841844,3.17035413,2.63191676,2.22574258,1.62736928,1.50322449,1.60953808,1.51853251,2.46476388,2.29442048,2.54379559,2.91900086,3.6518445,3.42913532,4.02187729,4.16492653,3.09533191,3.48153329,3.95533991,5.58700848,4.47216082,3.14845943
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,3.83092952,3.69935989,3.77818871,3.79975724,3.58753037,3.53447771,3.76001668,4.1560874,3.69411302,3.82908344
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Lithuania,LTU,4.16024494,4.21362257,4.46694374,4.59060907,3.43413758,3.42760634,3.65662551,3.79175305,4.44847679,5.27926397,4.90936899,4.59981918,4.20211172,4.03710175,4.14252853,4.2784977,4.37240982,4.21894503,4.26898956,4.52023697,5.09458399,5.21177673,4.7339468
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Luxembourg,LUX,4.93300676,5.36152744,5.67507315,5.83644247,6.15188742,5.99415827,5.56112909,5.25702858,5.46154928,6.02683735,5.72467899,4.96489,4.4276371,4.39057875,4.40729094,4.29385996,4.28179646,4.35383892,4.47836113,4.69412756,5.03816795,4.8814826,4.88470221
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Madagascar,MDG,1.84589028,1.83291543,1.74709666,2.17278719,2.17331147,1.93450081,1.89314044,1.90437353,1.41035628,1.30581379,1.86784148,1.67813444,1.48979211,1.30425918,1.74814212,1.99010992,2.37194586,2.24615121,1.49675477,0.68268955,0.68988532,0.74739987,0.89582229
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Malawi,MWI,1.01542294,0.83659285,0.97493625,1.17513871,0.85772187,1.05274868,0.9437108,0.73458099,1.3674773,1.0557555,1.13196635,1.15239477,0.95642853,1.48205006,1.56810546,1.89914215,1.91101837,1.71919668,1.68875861,1.53329957,1.56224585,1.36146903,0.87697619
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Malaysia,MYS,1.17325473,1.35141993,1.36677563,1.51884329,1.45687652,1.36280441,1.67488027,1.62477779,1.59730816,1.81166101,1.67910564,1.76482272,1.86487269,1.89357972,2.03088164,2.03347373,1.88870478,1.92218649,1.92697287,2.00959897,2.17598939,2.45898366,1.97318363
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Maldives,MDV,2.56440163,2.67766237,2.54975939,2.1482141,2.31102347,2.96756434,2.95987701,3.91466451,6.397439,5.82381439,4.49513102,3.67702603,4.20904255,4.29976511,4.904356,6.23556709,7.37399292,6.51826191,5.63719177,5.87739515,9.15049744,5.88344622,5.57443285
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mali,MLI,1.29321861,1.05405474,1.10984015,1.41243839,1.58851421,1.39720833,1.22405839,0.99671644,0.71373433,0.66568589,0.66893148,0.6047653,0.41352206,0.81583834,0.89173758,0.91927379,1.20876825,1.17751467,1.15118647,1.1192745,1.40269554,1.35538208,1.36568475
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Malta,MLT,4.75728178,4.82706928,5.44444466,5.54482079,5.59103823,6.01062059,6.05880404,5.46883106,5.0669446,5.12119102,5.10055399,5.36059618,5.41480064,5.6092701,5.47425842,5.29361916,5.48300409,5.22904444,5.1497612,5.55893612,6.57189322,6.41883278,6.09191847
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Marshall Islands,MHL,8.19225311,6.39676857,7.5911026,8.42232609,5.78210926,5.52737188,6.53017855,6.43916655,6.00590944,6.20014572,4.82439613,5.19275141,5.31435204,6.12644053,5.03771496,6.02202177,6.47250175,4.88437748,6.50871277,6.66548347,5.25280666,5.20669413,5.84753323
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mauritania,MRT,0.46969447,0.54510015,0.87326568,0.7719968,0.70654863,0.81955862,0.67619681,0.76387841,0.8877672,0.87885523,0.73150158,0.74974972,0.89773965,1.08287692,1.25234473,1.41883922,1.19934916,1.23123157,0.91096455,1.10124004,1.00379241,1.49700129,1.70580709
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mauritius,MUS,1.52947044,1.57129419,1.68696284,1.6688329,1.80295277,1.69515753,1.61826241,1.47311974,1.38968194,1.57988811,1.99484634,1.74817169,1.87548065,1.93168211,2.42503381,2.31317115,2.44510746,2.47479272,2.48200822,2.50442028,2.93306947,3.35773063,2.52426147
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mexico,MEX,1.91919184,2.00498009,2.0620842,2.29952097,2.46993542,2.35726452,2.31543756,2.41293502,2.50039554,2.72910881,2.75687551,2.79909682,2.87779689,2.9978776,2.78812504,2.88534904,2.76140785,2.68433452,2.59963799,2.60652828,3.20069051,2.94404602,2.96263528
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,"Micronesia, Fed. Sts.",FSM,1.74815881,1.83199584,1.71163332,2.12475729,1.14448988,1.11182237,1.07155871,1.02541602,1.59784043,0.99749589,1.21490371,1.89427388,1.40971768,1.55522645,2.0200696,1.89359462,2.00609899,1.53164423,1.40767145,1.74894965,1.7635082,1.15334094,1.55440867
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Moldova,MDA,2.90143156,2.86584091,3.54672813,3.2140553,5.30847454,5.03950357,5.19462681,5.62990999,5.27913141,5.83283806,4.64634132,4.24517536,4.43541145,4.05499315,4.30888414,3.87085724,3.7185328,3.60770988,3.79154086,3.87679625,4.54034805,5.05644417,4.5151453
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Monaco,MCO,2.95726943,3.0067246,3.05441046,3.5898664,3.67036533,3.65047526,3.47215104,3.05636287,3.28902793,3.93795872,4.037848,3.76148415,3.86657739,3.70988655,3.59680939,3.48859453,3.57075405,3.61485219,3.51253462,3.3414309,3.77197242,3.297261,2.93881845
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mongolia,MNG,4.61119699,3.88835406,3.87113953,2.98218632,2.80098653,2.38196063,2.49134016,2.88185477,3.21819425,3.10174918,2.44484329,2.13192797,2.34510446,2.28476501,2.40595388,2.4089644,2.56394386,2.2598424,2.09529591,2.11976218,2.56925178,4.2121501,3.11989594
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,4.85758018,5.30493546,4.89767981,4.85656452,5.39562225,5.18993425,4.58153057,4.96868992,5.06746101,7.13466835,6.45562506,7.24657822
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Morocco,MAR,0.93646741,1.00273478,1.08123076,0.99790573,1.01085818,1.10253143,1.30186176,1.41620255,1.50152016,1.72093856,1.74102044,1.80912101,1.85334969,1.82751834,2.09785223,1.98215687,2.00518847,1.98112547,1.9875257,2.02342105,2.46551728,2.2556777,2.90570426
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Mozambique,MOZ,1.08604574,1.311831,1.17593813,1.1753726,1.12229657,1.4261055,1.14244211,1.17217517,1.20704949,1.2755909,1.24370587,1.25546241,1.23552883,1.49877322,1.71540534,1.78662503,1.7231313,1.73677838,1.7863487,1.8260498,2.3917768,2.28472924,2.28882098
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Myanmar,MMR,0.26421133,0.24364877,0.36103669,0.24453028,0.25379223,0.17095795,0.27068752,0.20447917,0.17198935,0.18821332,0.19366041,0.23329397,0.41945723,0.58719838,1.00353265,1.1429708,0.66600835,0.6941902,0.67250752,0.60877246,0.71241319,0.91952342,0.49640557
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Namibia,NAM,5.6193819,5.73190451,5.92470026,6.06180239,5.69722843,5.24643993,5.04455662,5.38635349,4.89047384,4.31238842,4.88263464,5.12084961,4.80753613,5.20561123,5.00115061,5.39398766,5.76428509,5.34107399,5.16180658,5.26885462,6.51412964,6.51885366,5.80618477
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Nauru,NRU,16.6683979,12.96107578,9.82158947,7.4719758,4.88974905,9.72499847,10.87369251,16.81926155,12.60140991,6.32094669,7.59175539,5.67363787,4.0232172,5.35097265,6.16783905,8.4357338,9.87076759,8.42948341,9.77889729,10.3461647,9.88010979,9.41186619,15.94075489
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Nepal,NPL,0.4859271,0.58420616,0.79272741,0.66023707,0.64692318,0.75322849,0.84708959,0.67827111,0.71121174,0.7965219,0.79064077,0.79661524,0.78674734,0.75677603,0.87364674,0.90927744,1.00771654,1.06542635,1.06721246,1.10283434,1.5651871,1.76734555,2.08633423
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,Netherlands,NLD,5.30837631,5.58929539,6.01927614,6.31752491,6.21099997,6.18760395,5.96329165,5.92894697,6.22847557,6.74306917,6.90660667,6.93690538,7.15750694,7.24735451,7.09314537,6.72993183,6.5336895,6.39186192,6.47488213,6.55726242,7.54755592,7.69962406,6.7939868
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,New Zealand,NZL,5.56442356,5.54619789,5.92010593,5.82985544,6.08670425,6.36606169,6.67049885,6.60462475,6.73836803,7.1025281,7.0972805,7.16868782,7.22888708,6.95405483,6.9177103,6.57789135,6.4102993,6.40669823,6.23302364,6.2196641,6.86849403,7.10585737,8.65659904
